Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
LW,Landon Slaggert (41238325),Landon Slaggert,41238325,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,CHI,2.12
RW,Brendan Gallagher (41238351),Brendan Gallagher,41238351,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,4.66
LW,Joe Veleno (41238353),Joe Veleno,41238353,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,3.12
LW,Jared Davidson (41238355),Jared Davidson,41238355,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,1.98
LW,Patrik Laine (41238357),Patrik Laine,41238357,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,2.8
RW,Sammy Blais (41238359),Sammy Blais,41238359,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,4.44
LW,Florian Xhekaj (41238361),Florian Xhekaj,41238361,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,3.24
LW,Joshua Roy (41238363),Joshua Roy,41238363,W/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,1
D,Matt Grzelcyk (41238709),Matt Grzelcyk,41238709,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,CHI,3.61
D,Wyatt Kaiser (41238711),Wyatt Kaiser,41238711,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,CHI,4.33
D,Connor Murphy (41238713),Connor Murphy,41238713,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,CHI,4.18
D,Ethan Del Mastro (41238715),Ethan Del Mastro,41238715,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,CHI,4.2
D,Sam Rinzel (41238717),Sam Rinzel,41238717,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,CHI,5.31
D,Jayden Struble (41238749),Jayden Struble,41238749,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,2.20
D,Arber Xhekaj (41238751),Arber Xhekaj,41238751,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,2.69
D,Adam Engstrom (41238753),Adam Engstrom,41238753,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,1.15
D,Kaiden Guhle (41238755),Kaiden Guhle,41238755,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,6.1
D,Gannon Laroque (41238757),Gannon Laroque,41238757,D/UTIL,2500,CHI@MTL 12/18/2025 07:00PM ET,MTL,0
C,Danton Heinen (41238031),Danton Heinen,41238031,C/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,3.72
C,Blake Lizotte (41238033),Blake Lizotte,41238033,C/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,3.73
C,Tristan Broz (41238035),Tristan Broz,41238035,C/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,3
C,Stephen Halliday (41238047),Stephen Halliday,41238047,C/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,3.38
C,Lars Eller (41238049),Lars Eller,41238049,C/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,3.62
RW,Noel Acciari (41238447),Noel Acciari,41238447,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,4.22
LW,Connor Dewar (41238449),Connor Dewar,41238449,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,5.33
LW,Tanner Howe (41238451),Tanner Howe,41238451,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,0
RW,Philip Tomasino (41238453),Philip Tomasino,41238453,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,3.4
RW,Sam Poulin (41238455),Sam Poulin,41238455,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,2.05
LW,Boko Imama (41238457),Boko Imama,41238457,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,1.5
LW,Joona Koppanen (41238459),Joona Koppanen,41238459,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,1.92
RW,Nick Cousins (41238489),Nick Cousins,41238489,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,3.56
LW,Kurtis MacDermid (41238491),Kurtis MacDermid,41238491,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,1.21
RW,Olle Lycksell (41238493),Olle Lycksell,41238493,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,3.57
RW,Arthur Kaliyev (41238495),Arthur Kaliyev,41238495,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,5.5
RW,Hayden Hodgson (41238497),Hayden Hodgson,41238497,W/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,0.5
D,Ryan Shea (41238837),Ryan Shea,41238837,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,5.70
D,Brett Kulak (41238839),Brett Kulak,41238839,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,4.14
D,Jack St. Ivany (41238841),Jack St. Ivany,41238841,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,6.9
D,Ryan Graves (41238843),Ryan Graves,41238843,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,5.43
D,Connor Clifton (41238845),Connor Clifton,41238845,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,4.24
D,Harrison Brunicke (41238847),Harrison Brunicke,41238847,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,4.82
D,Caleb Jones (41238849),Caleb Jones,41238849,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,5.86
D,Matt Dumba (41238851),Matt Dumba,41238851,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,4.33
D,Owen Pickering (41238853),Owen Pickering,41238853,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,PIT,1.02
D,Nick Jensen (41238871),Nick Jensen,41238871,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,3.61
D,Nikolas Matinpalo (41238873),Nikolas Matinpalo,41238873,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,3.59
D,Dennis Gilbert (41238875),Dennis Gilbert,41238875,D/UTIL,2500,PIT@OTT 12/18/2025 07:00PM ET,OTT,1.3
C,Ty Dellandrea (41238051),Ty Dellandrea,41238051,C/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,4.96
C,Zack Ostapchuk (41238053),Zack Ostapchuk,41238053,C/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,1.49
C,Michael Misa (41238055),Michael Misa,41238055,C/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,6.79
C,Logan Couture (41238057),Logan Couture,41238057,C/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,0
C,Patrick Giles (41238059),Patrick Giles,41238059,C/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,3.53
C,Radek Faksa (41238061),Radek Faksa,41238061,C/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,3.71
RW,Ethan Cardwell (41238499),Ethan Cardwell,41238499,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,2.86
LW,Barclay Goodrow (41238501),Barclay Goodrow,41238501,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,3.60
RW,Ryan Reaves (41238503),Ryan Reaves,41238503,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,1.84
RW,Philipp Kurashev (41238505),Philipp Kurashev,41238505,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,5.95
LW,Adam Gaudette (41238507),Adam Gaudette,41238507,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,5.32
LW,Pavol Regenda (41238509),Pavol Regenda,41238509,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,11.5
RW,Mavrik Bourque (41238511),Mavrik Bourque,41238511,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,4.64
LW,Justin Hryckowian (41238513),Justin Hryckowian,41238513,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,3.62
RW,Colin Blackwell (41238515),Colin Blackwell,41238515,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,3
LW,Oskar Back (41238517),Oskar Back,41238517,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,2.86
RW,Nathan Bastian (41238519),Nathan Bastian,41238519,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,2.71
LW,Adam Erne (41238521),Adam Erne,41238521,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,3.4
RW,Kyle McDonald (41238523),Kyle McDonald,41238523,W/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,0
D,Shakir Mukhamadullin (41238877),Shakir Mukhamadullin,41238877,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,4.66
D,Vincent Iorio (41238879),Vincent Iorio,41238879,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,3.22
D,Nick Leddy (41238881),Nick Leddy,41238881,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,4
D,Sam Dickinson (41238883),Sam Dickinson,41238883,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,3.20
D,Vincent Desharnais (41238885),Vincent Desharnais,41238885,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,4.21
D,Ryan Ellis (41238887),Ryan Ellis,41238887,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,SJS,0
D,Ilya Lyubushkin (41238889),Ilya Lyubushkin,41238889,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,5.09
D,Nils Lundkvist (41238891),Nils Lundkvist,41238891,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,5.6
D,Luke Krys (41238893),Luke Krys,41238893,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,0
D,Kyle Capobianco (41238895),Kyle Capobianco,41238895,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,3.09
D,Lian Bichsel (41238897),Lian Bichsel,41238897,D/UTIL,2500,DAL@SJS 12/18/2025 10:00PM ET,DAL,2.55
C,Oskar Sundqvist (41237977),Oskar Sundqvist,41237977,C/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,3.78
C,Otto Stenberg (41237979),Otto Stenberg,41237979,C/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,0
C,Aleksanteri Kaskimaki (41237981),Aleksanteri Kaskimaki,41237981,C/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,2.58
C,Noah Laba (41238037),Noah Laba,41238037,C/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,4.50
C,Sam Carrick (41238039),Sam Carrick,41238039,C/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,3.35
C,Jonny Brodzinski (41238041),Jonny Brodzinski,41238041,C/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,3.49
LW,Alexey Toropchenko (41238333),Alexey Toropchenko,41238333,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,3.3
RW,Jonatan Berggren (41238335),Jonatan Berggren,41238335,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,4.73
RW,Matt Luff (41238337),Matt Luff,41238337,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,5.3
RW,Nathan Walker (41238339),Nathan Walker,41238339,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,5.05
LW,Hugh McGing (41238341),Hugh McGing,41238341,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,7.37
RW,Taylor Raddysh (41238461),Taylor Raddysh,41238461,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,3.53
LW,Jaroslav Chmelar (41238463),Jaroslav Chmelar,41238463,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,1.4
RW,Matt Rempe (41238465),Matt Rempe,41238465,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,2.24
LW,Brett Berard (41238467),Brett Berard,41238467,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,2.7
LW,Adam Edstrom (41238469),Adam Edstrom,41238469,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,3.27
LW,Juuso Parssinen (41238471),Juuso Parssinen,41238471,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,3.69
RW,Gabe Perreault (41238473),Gabe Perreault,41238473,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,4.4
LW,Brennan Othmann (41238475),Brennan Othmann,41238475,W/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,1.5
D,Matthew Kessel (41238731),Matthew Kessel,41238731,D/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,2.51
D,Tyler Tucker (41238733),Tyler Tucker,41238733,D/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,3.27
D,Torey Krug (41238735),Torey Krug,41238735,D/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,STL,0
D,Will Borgen (41238855),Will Borgen,41238855,D/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,4.17
D,Matthew Robertson (41238857),Matthew Robertson,41238857,D/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,5.18
D,Scott Morrow (41238859),Scott Morrow,41238859,D/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,3.58
D,Urho Vaakanainen (41238861),Urho Vaakanainen,41238861,D/UTIL,2500,NYR@STL 12/18/2025 08:00PM ET,NYR,2.69
C,Alex Turcotte (41238009),Alex Turcotte,41238009,C/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,2.86
C,Samuel Helenius (41238011),Samuel Helenius,41238011,C/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,0.86
C,Jack Finley (41238021),Jack Finley,41238021,C/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,2.44
RW,Corey Perry (41238389),Corey Perry,41238389,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,7.17
LW,Jeff Malott (41238391),Jeff Malott,41238391,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,2.53
LW,Zemgus Girgensons (41238405),Zemgus Girgensons,41238405,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,5.14
RW,Pontus Holmberg (41238407),Pontus Holmberg,41238407,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,4.34
RW,Gage Goncalves (41238409),Gage Goncalves,41238409,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,2.97
LW,Curtis Douglas (41238411),Curtis Douglas,41238411,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,1.73
LW,Dominic James (41238413),Dominic James,41238413,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,4.08
LW,Mitchell Chaffee (41238415),Mitchell Chaffee,41238415,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,2.09
LW,Boris Katchouk (41238417),Boris Katchouk,41238417,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,0.87
LW,Conor Geekie (41238419),Conor Geekie,41238419,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,3.17
RW,Scott Sabourin (41238421),Scott Sabourin,41238421,W/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,4.46
D,Cody Ceci (41238787),Cody Ceci,41238787,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,4.95
D,Brian Dumoulin (41238789),Brian Dumoulin,41238789,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,5.05
D,Jacob Moverare (41238791),Jacob Moverare,41238791,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,1.56
D,Kyle Burroughs (41238793),Kyle Burroughs,41238793,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,LAK,0
D,Steven Santini (41238803),Steven Santini,41238803,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,2
D,Declan Carlile (41238805),Declan Carlile,41238805,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,3.48
D,Emil Lilleberg (41238807),Emil Lilleberg,41238807,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,3.81
D,Erik Cernak (41238809),Erik Cernak,41238809,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,6.70
D,Ryan McDonagh (41238811),Ryan McDonagh,41238811,D/UTIL,2500,LAK@TBL 12/18/2025 07:00PM ET,TBL,6.75
C,Hendrix Lapierre (41237991),Hendrix Lapierre,41237991,C/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,2.24
C,Nic Dowd (41237993),Nic Dowd,41237993,C/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,4.18
C,Jacob Quillan (41238023),Jacob Quillan,41238023,C/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,0.75
LW,Sonny Milano (41238365),Sonny Milano,41238365,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,4.28
LW,Brandon Duhaime (41238367),Brandon Duhaime,41238367,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,3.39
RW,Bogdan Trineyev (41238369),Bogdan Trineyev,41238369,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,1.3
LW,Nicholas Robertson (41238423),Nicholas Robertson,41238423,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,5.84
LW,Dakota Joshua (41238425),Dakota Joshua,41238425,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,4.86
LW,Steven Lorentz (41238427),Steven Lorentz,41238427,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,4.50
RW,Calle Jarnkrok (41238429),Calle Jarnkrok,41238429,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,3.30
LW,Matias Maccelli (41238431),Matias Maccelli,41238431,W/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,4.26
D,Trevor van Riemsdyk (41238759),Trevor van Riemsdyk,41238759,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,3.68
D,Dylan McIlrath (41238761),Dylan McIlrath,41238761,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,1.02
D,Declan Chisholm (41238763),Declan Chisholm,41238763,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,WSH,2.81
D,Simon Benoit (41238813),Simon Benoit,41238813,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,3.89
D,Henry Thrun (41238815),Henry Thrun,41238815,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,2.37
D,Philippe Myers (41238817),Philippe Myers,41238817,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,3.93
D,Dakota Mermis (41238819),Dakota Mermis,41238819,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,2.79
D,Marshall Rifai (41238821),Marshall Rifai,41238821,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,0
D,Chris Tanev (41238823),Chris Tanev,41238823,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,4.05
D,Brandon Carlo (41238825),Brandon Carlo,41238825,D/UTIL,2500,TOR@WSH 12/18/2025 07:00PM ET,TOR,5.76
